Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Surname,TotalExpenses,HasExpenses,Transported
4611,1,1,Earth,True,G,754.0,S,TRAPPIST-1e,23.0,False,Hickson,0,0,True
4612,1,1,Earth,False,G,755.0,S,55 Cancri e,14.0,False,Wilsoney,770,1,True
4613,1,1,Europa,True,B,152.0,P,TRAPPIST-1e,40.0,False,Inghtal,0,0,True
4615,1,1,Mars,False,F,865.0,S,TRAPPIST-1e,42.0,False,Fla,2599,1,True
4617,1,1,Earth,False,F,866.0,S,TRAPPIST-1e,53.0,False,Toddleton,1442,1,False
4620,1,1,Earth,True,G,757.0,S,TRAPPIST-1e,46.0,False,Heney,0,0,False
4621,1,1,Mars,False,E,289.0,P,TRAPPIST-1e,28.0,False,Jaflé,2082,1,True
4622,1,1,Earth,True,G,753.0,P,55 Cancri e,25.0,False,Humphreyes,0,0,True
4623,1,1,Europa,False,C,146.0,P,PSO J318.5-22,34.0,True,Repumparte,44,1,True
4624,1,1,Mars,False,F,868.0,S,TRAPPIST-1e,58.0,False,Gelle,1348,1,False
4625,1,7,Europa,False,B,183.0,S,TRAPPIST-1e,31.0,False,Ineedeve,2522,1,True
4625,2,7,Europa,True,B,183.0,S,55 Cancri e,24.0,False,Ineedeve,0,0,True
4625,3,7,Europa,False,,,,TRAPPIST-1e,52.0,False,Ineedeve,3455,1,True
4625,4,7,Europa,True,B,183.0,S,55 Cancri e,25.0,False,Ineedeve,0,0,True
4625,5,7,Europa,True,B,183.0,S,TRAPPIST-1e,17.0,False,Ineedeve,0,0,True
4625,6,7,,False,B,183.0,S,TRAPPIST-1e,27.0,False,Ineedeve,3581,1,False
4625,7,7,Europa,True,B,183.0,S,55 Cancri e,29.0,False,Ineedeve,0,0,True
4628,1,1,Europa,False,C,175.0,S,TRAPPIST-1e,45.0,False,Freednal,8573,1,True
4630,1,1,Earth,False,F,870.0,S,PSO J318.5-22,28.0,False,Dukertyler,692,1,True
4631,1,1,Europa,True,C,147.0,P,55 Cancri e,25.0,False,Calazy,0,0,True
4632,1,5,Europa,True,C,176.0,S,TRAPPIST-1e,57.0,False,Dightent,0,0,True
4632,2,5,Europa,True,C,176.0,S,TRAPPIST-1e,68.0,False,Dightent,0,0,True
4632,3,5,Europa,False,C,176.0,S,55 Cancri e,26.0,False,Dightent,11426,1,False
4632,4,5,Europa,False,C,176.0,S,TRAPPIST-1e,52.0,False,Syncepul,4314,1,False
4632,5,5,Europa,False,C,176.0,S,,36.0,False,Dightent,5843,1,False
4633,1,1,Earth,False,G,754.0,P,PSO J318.5-22,41.0,False,Gallard,753,1,False
4634,1,1,Earth,False,E,299.0,S,TRAPPIST-1e,14.0,False,Gilleyons,906,1,False
4635,1,1,Earth,True,G,755.0,P,PSO J318.5-22,16.0,False,Pearsalason,0,0,True
4637,1,1,Mars,False,,,,TRAPPIST-1e,24.0,False,Ches,1173,1,False
4638,1,1,Europa,False,B,153.0,P,TRAPPIST-1e,62.0,True,Asticit,3375,1,True
4640,1,1,Earth,False,G,760.0,S,55 Cancri e,26.0,False,Englas,810,1,True
4641,1,1,Earth,False,F,871.0,S,TRAPPIST-1e,45.0,False,Peter,871,1,False
4642,1,1,Europa,False,C,178.0,S,TRAPPIST-1e,41.0,False,Cluted,4442,1,False
4643,1,1,Earth,False,F,947.0,P,TRAPPIST-1e,36.0,False,Goodson,724,1,True
4644,1,1,Earth,False,F,872.0,S,55 Cancri e,13.0,False,Fultz,3096,1,True
4645,1,2,Europa,False,B,184.0,S,TRAPPIST-1e,48.0,False,Bacistion,9636,1,True
4645,2,2,Europa,True,B,184.0,S,TRAPPIST-1e,,False,Bacistion,0,0,True
4646,1,1,Earth,False,F,873.0,S,PSO J318.5-22,22.0,False,Mcgoway,670,1,True
4648,1,1,,False,F,874.0,S,TRAPPIST-1e,39.0,False,Shephendery,640,1,True
4649,1,1,Earth,False,E,290.0,P,TRAPPIST-1e,45.0,False,Prickmantes,1625,1,False
4650,1,1,Earth,False,G,762.0,S,TRAPPIST-1e,42.0,False,Kramosley,1778,1,False
4651,1,1,Europa,False,C,179.0,S,TRAPPIST-1e,33.0,False,Dectory,8346,1,True
4652,1,1,Earth,False,,,,TRAPPIST-1e,27.0,False,Robins,997,1,True
4653,1,1,Earth,False,E,302.0,S,,47.0,False,Fowlaney,788,1,False
4654,1,1,Europa,True,E,291.0,P,TRAPPIST-1e,20.0,False,Witeronfus,0,0,True
4655,1,2,Europa,True,B,154.0,P,55 Cancri e,32.0,False,Seflock,0,0,True
4655,2,2,,True,B,154.0,P,TRAPPIST-1e,54.0,False,Seflock,0,0,True
4656,1,2,Earth,False,F,875.0,S,TRAPPIST-1e,23.0,False,Miranciash,2118,1,False
4656,2,2,Earth,False,G,763.0,S,TRAPPIST-1e,9.0,False,Miranciash,0,0,False
4657,1,1,Earth,False,G,756.0,P,TRAPPIST-1e,17.0,False,Jacostarks,849,1,False
4658,1,2,Europa,False,D,147.0,S,TRAPPIST-1e,26.0,False,Bradiary,4152,1,False
4658,2,2,Europa,False,D,147.0,S,TRAPPIST-1e,38.0,False,Bradiary,7396,1,False
4659,1,1,Earth,False,F,876.0,S,TRAPPIST-1e,24.0,False,Hayerson,703,1,False
4661,1,7,Earth,False,F,948.0,P,,30.0,False,Moodman,2525,1,True
4661,2,7,Earth,True,G,757.0,P,55 Cancri e,2.0,False,Moodman,0,0,False
4661,3,7,Earth,True,G,757.0,P,TRAPPIST-1e,4.0,False,Walston,0,0,True
4661,4,7,Earth,True,G,757.0,P,TRAPPIST-1e,9.0,False,Moodman,0,0,False
4661,5,7,Earth,False,F,948.0,P,TRAPPIST-1e,30.0,False,Mayson,3437,1,False
4661,6,7,Earth,True,G,757.0,P,TRAPPIST-1e,5.0,False,Moodman,0,0,False
4661,7,7,Earth,False,G,757.0,P,TRAPPIST-1e,2.0,,Moodman,0,0,False
4662,1,3,Europa,False,C,148.0,P,TRAPPIST-1e,32.0,False,Uningably,7833,1,False
4662,2,3,Europa,True,C,148.0,P,,53.0,False,Uningably,0,0,True
4662,3,3,Europa,False,,,,TRAPPIST-1e,46.0,False,Ingwhed,4169,1,True
4663,1,6,Earth,True,G,765.0,S,TRAPPIST-1e,2.0,False,Cartez,0,0,True
4663,2,6,Earth,True,G,765.0,S,TRAPPIST-1e,1.0,False,Cartez,0,0,True
4663,3,6,Earth,True,G,765.0,S,TRAPPIST-1e,11.0,False,Roachoanand,0,0,True
4663,4,6,Earth,False,G,765.0,S,55 Cancri e,3.0,False,Cartez,0,0,True
4663,5,6,Earth,True,G,765.0,S,TRAPPIST-1e,33.0,False,Cartez,0,0,True
4663,6,6,Earth,True,G,765.0,S,55 Cancri e,3.0,False,Cartez,0,0,True
4664,1,1,Earth,False,E,303.0,S,TRAPPIST-1e,38.0,False,Braymon,994,1,False
4665,1,1,Earth,True,G,758.0,P,PSO J318.5-22,21.0,False,Rickson,0,0,False
4667,1,1,Earth,True,,,,TRAPPIST-1e,41.0,False,Sextones,0,0,True
4668,1,2,Europa,True,C,180.0,S,55 Cancri e,64.0,False,Scerodbox,0,0,True
4668,2,2,Europa,True,C,180.0,S,55 Cancri e,27.0,True,Scerodbox,0,0,True
4672,1,1,Earth,True,G,759.0,P,55 Cancri e,41.0,False,Byerson,0,0,False
4673,1,1,Earth,False,F,950.0,P,,19.0,False,Dicksons,639,1,False
4676,1,1,Earth,False,G,760.0,P,TRAPPIST-1e,42.0,False,Campson,1804,1,True
4677,1,1,Europa,False,C,150.0,P,55 Cancri e,30.0,False,Obeaded,5882,1,False
4678,1,1,Earth,False,F,951.0,P,TRAPPIST-1e,38.0,False,Mcleaney,870,1,False
4679,1,1,Europa,False,C,181.0,S,TRAPPIST-1e,63.0,False,Iniouser,7670,1,True
4680,1,4,Mars,False,D,155.0,P,TRAPPIST-1e,17.0,False,Colte,40,1,False
4680,2,4,Mars,True,F,952.0,P,TRAPPIST-1e,2.0,False,Colte,0,0,True
4680,3,4,Mars,,F,952.0,P,TRAPPIST-1e,19.0,False,,0,0,True
4680,4,4,Mars,False,D,155.0,P,TRAPPIST-1e,37.0,False,Colte,1182,1,False
4684,1,1,Mars,False,F,878.0,S,TRAPPIST-1e,50.0,False,Tirte,1128,1,True
4686,1,1,Earth,False,G,768.0,S,TRAPPIST-1e,38.0,False,Russon,787,1,True
4689,1,1,Europa,False,C,182.0,S,TRAPPIST-1e,28.0,True,Persoffly,4889,1,True
4690,1,2,Europa,True,B,156.0,P,TRAPPIST-1e,35.0,False,Dishocatal,0,0,True
4690,2,2,Europa,False,,,,TRAPPIST-1e,27.0,False,Dishocatal,15815,1,False
4691,1,1,Earth,False,G,769.0,S,TRAPPIST-1e,15.0,False,Buckentry,756,1,False
4693,1,2,Europa,False,B,186.0,S,TRAPPIST-1e,29.0,True,Rewmid,6659,1,False
4693,2,2,Europa,True,B,186.0,S,55 Cancri e,65.0,False,Rewmid,0,0,True
4694,1,1,Earth,False,F,881.0,S,55 Cancri e,27.0,False,Freder,701,1,True
4695,1,3,Mars,False,F,882.0,S,TRAPPIST-1e,0.0,False,Snoff,0,0,True
4695,2,3,Mars,False,F,882.0,S,TRAPPIST-1e,21.0,False,Snoff,3149,1,False
4695,3,3,Mars,True,F,882.0,S,TRAPPIST-1e,19.0,False,Snoff,0,0,True
4696,1,1,Mars,True,F,883.0,S,TRAPPIST-1e,39.0,False,Bre,0,0,True
4699,1,1,Earth,False,F,955.0,P,55 Cancri e,60.0,False,Roses,0,0,False
4704,1,1,Europa,False,D,156.0,P,55 Cancri e,30.0,False,Grentual,6131,1,False
4706,1,2,Earth,True,G,762.0,P,TRAPPIST-1e,30.0,False,Medington,0,0,False
4706,2,2,Earth,True,G,762.0,P,TRAPPIST-1e,40.0,False,Medington,0,0,True
4708,1,1,Mars,False,E,304.0,S,TRAPPIST-1e,26.0,False,,1047,1,False
4709,1,1,Earth,False,F,957.0,P,55 Cancri e,38.0,False,Morelly,2717,1,False
4710,1,2,Mars,False,F,958.0,P,TRAPPIST-1e,22.0,False,Cread,2599,1,True
4710,2,2,Mars,False,E,293.0,P,TRAPPIST-1e,,False,Cread,2115,1,False
4711,1,1,Mars,False,F,959.0,P,TRAPPIST-1e,65.0,False,Datte,1504,1,False
4712,1,1,Earth,True,G,764.0,P,PSO J318.5-22,61.0,False,Vinozarks,0,0,True
4713,1,1,Earth,False,F,885.0,S,TRAPPIST-1e,20.0,False,Flemaney,1244,1,False
4714,1,1,Earth,True,G,765.0,P,TRAPPIST-1e,24.0,False,Mayson,0,0,False
4717,1,1,Earth,True,G,766.0,P,TRAPPIST-1e,16.0,False,Hayder,0,0,False
4719,1,1,Mars,True,E,305.0,S,TRAPPIST-1e,35.0,False,Bra,0,0,True
4720,1,1,Earth,False,F,887.0,S,TRAPPIST-1e,21.0,False,Lardy,864,1,True
4721,1,1,Earth,True,G,771.0,S,TRAPPIST-1e,23.0,False,Santry,0,0,True
4723,1,2,Earth,False,F,888.0,S,55 Cancri e,17.0,False,Savaraldez,764,1,True
4723,2,2,Earth,False,F,888.0,S,PSO J318.5-22,24.0,False,Savaraldez,1068,1,False
4725,1,1,Earth,False,G,767.0,P,55 Cancri e,27.0,False,Georgasey,889,1,False
4726,1,5,Europa,False,C,187.0,S,TRAPPIST-1e,26.0,False,Inghtal,3687,1,True
4726,2,5,Europa,False,C,187.0,S,55 Cancri e,26.0,False,Praugnox,5416,1,True
4726,3,5,Europa,False,C,187.0,S,TRAPPIST-1e,20.0,False,,3904,1,True
4726,4,5,Europa,True,C,187.0,S,TRAPPIST-1e,28.0,False,Praugnox,0,0,True
4726,5,5,Europa,False,C,187.0,S,TRAPPIST-1e,37.0,False,Inghtal,2252,1,True
4728,1,2,Mars,False,F,889.0,S,TRAPPIST-1e,23.0,False,Curle,1289,1,False
4728,2,2,Mars,True,F,889.0,S,,49.0,False,Curle,0,0,True
4730,1,1,Europa,False,B,158.0,P,,50.0,False,Earmeter,7556,1,False
4732,1,3,Europa,True,C,151.0,P,TRAPPIST-1e,4.0,False,Slavested,0,0,True
4732,2,3,Europa,True,C,151.0,P,TRAPPIST-1e,32.0,False,Slavested,0,0,True
4732,3,3,Europa,False,C,151.0,P,TRAPPIST-1e,44.0,False,Slavested,0,0,True
4733,1,1,Earth,False,E,294.0,P,TRAPPIST-1e,20.0,False,Corman,5648,1,True
4738,1,2,Mars,False,F,893.0,S,TRAPPIST-1e,30.0,False,Pread,1573,1,False
4738,2,2,Mars,False,F,893.0,S,TRAPPIST-1e,29.0,False,Pread,7347,1,False
4739,1,1,Earth,False,G,773.0,S,TRAPPIST-1e,22.0,False,Marson,926,1,True
4741,1,3,Mars,True,F,961.0,P,TRAPPIST-1e,35.0,False,Bau,0,0,True
4741,2,3,Mars,False,F,961.0,P,55 Cancri e,0.0,,Bau,0,0,True
4741,3,3,Mars,,F,961.0,P,TRAPPIST-1e,6.0,False,Bau,0,0,True
4743,1,1,Europa,False,E,306.0,S,TRAPPIST-1e,38.0,False,Ametic,4819,1,True
4744,1,2,Europa,False,C,152.0,P,TRAPPIST-1e,34.0,False,Ingent,2124,1,True
4744,2,2,Europa,True,C,152.0,P,55 Cancri e,34.0,False,Ingent,0,0,True
4746,1,1,Earth,False,G,775.0,S,TRAPPIST-1e,,False,Joynewtonks,627,1,False
4748,1,1,Mars,False,D,149.0,S,TRAPPIST-1e,53.0,False,Chene,765,1,False
4750,1,2,Europa,False,A,57.0,S,TRAPPIST-1e,28.0,False,Asolipery,2174,1,False
4750,2,2,Europa,False,A,57.0,S,TRAPPIST-1e,31.0,False,Asolipery,3765,1,False
4752,1,1,Mars,False,F,964.0,P,PSO J318.5-22,56.0,False,Knike,1760,1,False
4753,1,1,Mars,False,F,895.0,S,TRAPPIST-1e,36.0,False,Mele,1304,1,False
4754,1,1,Earth,False,E,307.0,S,55 Cancri e,30.0,False,Milton,791,1,False
4755,1,1,Mars,True,F,965.0,P,TRAPPIST-1e,32.0,False,,0,0,True
4756,1,2,Europa,True,C,188.0,S,55 Cancri e,44.0,,Gealloyalt,0,0,True
4756,2,2,Europa,True,C,188.0,S,55 Cancri e,54.0,False,Gealloyalt,0,0,True
4757,1,1,Earth,False,F,896.0,S,TRAPPIST-1e,24.0,False,Mirandry,2524,1,False
4758,1,1,Earth,False,F,966.0,P,TRAPPIST-1e,44.0,False,Woody,871,1,False
4759,1,1,Earth,False,F,897.0,S,TRAPPIST-1e,25.0,False,Davens,719,1,False
4762,1,1,Mars,True,F,968.0,P,TRAPPIST-1e,35.0,False,Opie,0,0,True
4763,1,1,Mars,False,F,969.0,P,TRAPPIST-1e,29.0,False,Dutty,1191,1,True
4764,1,1,Earth,False,E,308.0,S,TRAPPIST-1e,22.0,False,Bookerson,846,1,True
4769,1,1,Earth,True,G,776.0,S,TRAPPIST-1e,22.0,False,Moodman,0,0,True
4770,1,2,Earth,False,F,900.0,S,55 Cancri e,22.0,False,Stantiagord,593,1,True
4770,2,2,Earth,True,F,900.0,S,PSO J318.5-22,18.0,False,Stantiagord,0,0,True
4772,1,1,Earth,False,F,971.0,P,55 Cancri e,22.0,False,Shephendry,629,1,False
4773,1,1,Earth,False,G,777.0,S,,52.0,False,Sancasey,1714,1,True
4774,1,4,Mars,True,F,972.0,P,TRAPPIST-1e,0.0,False,Perty,0,0,True
4774,2,4,Mars,True,F,972.0,P,TRAPPIST-1e,1.0,False,Creke,0,0,True
4774,3,4,Mars,False,F,972.0,P,TRAPPIST-1e,34.0,False,Perty,2132,1,False
4774,4,4,Mars,True,F,972.0,P,TRAPPIST-1e,6.0,False,Perty,0,0,True
4775,1,1,Earth,False,G,778.0,S,TRAPPIST-1e,22.0,False,Fultz,784,1,True
4777,1,1,Earth,True,G,779.0,S,TRAPPIST-1e,31.0,False,Munozaley,0,0,True
4778,1,1,Europa,False,A,58.0,S,TRAPPIST-1e,31.0,False,Skenginne,2083,1,False
4780,1,2,Mars,False,E,309.0,S,TRAPPIST-1e,20.0,False,Teake,1014,1,False
4780,2,2,Mars,True,E,309.0,S,TRAPPIST-1e,25.0,False,Teake,0,0,True
4782,1,5,Europa,True,,,,55 Cancri e,23.0,False,Maxled,0,0,True
4782,2,5,Europa,False,C,189.0,S,TRAPPIST-1e,53.0,False,Maxled,18934,1,False
4782,3,5,Europa,False,C,189.0,S,55 Cancri e,32.0,False,Maxled,4338,1,False
4782,4,5,Europa,True,C,189.0,S,55 Cancri e,27.0,False,Slable,0,0,True
4782,5,5,Europa,False,C,189.0,S,55 Cancri e,48.0,False,Maxled,12158,1,False
4783,1,1,Europa,False,A,43.0,P,TRAPPIST-1e,37.0,False,Wheededly,12902,1,True
4784,1,1,Mars,True,F,903.0,S,TRAPPIST-1e,21.0,False,Pert,0,0,True
4785,1,1,Europa,True,B,159.0,P,55 Cancri e,29.0,False,,0,0,True
4786,1,1,Europa,True,B,160.0,P,TRAPPIST-1e,46.0,True,Dratembid,0,0,True
4787,1,1,Earth,False,G,780.0,S,TRAPPIST-1e,19.0,False,Lancock,765,1,False
4788,1,1,Earth,False,F,904.0,S,TRAPPIST-1e,22.0,False,Swanardy,778,1,False
4790,1,1,Europa,False,B,189.0,S,,54.0,True,Mirinanty,4519,1,False
4791,1,1,Earth,False,G,781.0,S,TRAPPIST-1e,43.0,False,Morrodgers,1706,1,True
4792,1,1,Earth,True,G,782.0,S,TRAPPIST-1e,18.0,False,Drakeekss,0,0,True
4793,1,2,Europa,False,E,310.0,S,55 Cancri e,36.0,False,Brailidy,4888,1,False
4793,2,2,Europa,False,E,310.0,S,TRAPPIST-1e,20.0,False,Brailidy,5075,1,True
4794,1,1,Earth,False,F,974.0,P,TRAPPIST-1e,63.0,False,Hortis,703,1,False
4795,1,1,Earth,False,F,905.0,S,TRAPPIST-1e,50.0,False,Simstravery,902,1,True
4796,1,2,Mars,False,,,,TRAPPIST-1e,13.0,False,Cre,1586,1,True
4796,2,2,Mars,True,E,311.0,S,,43.0,False,Cre,0,0,True
4797,1,1,Earth,True,G,783.0,S,PSO J318.5-22,16.0,False,Hendrewsons,0,0,True
4798,1,3,Mars,True,F,975.0,P,TRAPPIST-1e,31.0,False,Terry,0,0,True
4798,2,3,Mars,True,F,975.0,P,TRAPPIST-1e,0.0,False,Terry,0,0,True
4798,3,3,Mars,True,F,975.0,P,TRAPPIST-1e,10.0,False,Terry,0,0,True
4801,1,1,Earth,True,G,773.0,P,TRAPPIST-1e,10.0,False,Brooke,0,0,False
4803,1,1,Earth,False,F,977.0,P,TRAPPIST-1e,55.0,False,Foxter,1046,1,False
4804,1,3,Earth,False,F,906.0,S,TRAPPIST-1e,18.0,False,Thorney,1362,1,True
4804,2,3,Earth,False,G,785.0,S,TRAPPIST-1e,7.0,False,Thorney,0,0,True
4804,3,3,Earth,True,G,785.0,S,TRAPPIST-1e,1.0,False,Peckers,0,0,True
4807,1,1,Earth,False,G,776.0,P,TRAPPIST-1e,44.0,False,Miley,887,1,False
4808,1,1,Mars,False,E,299.0,P,TRAPPIST-1e,27.0,False,Flart,1297,1,False
4810,1,1,Earth,False,,,,PSO J318.5-22,20.0,False,Blacks,806,1,False
4813,1,1,Europa,False,C,190.0,S,55 Cancri e,49.0,False,Exhaftearm,7862,1,True
4814,1,1,Earth,True,G,788.0,S,55 Cancri e,22.0,False,Lunapperts,0,0,True
4815,1,1,Earth,False,F,907.0,S,55 Cancri e,21.0,False,Hultz,603,1,True
4817,1,1,Mars,False,F,979.0,P,TRAPPIST-1e,26.0,False,Emone,1157,1,False
4818,1,1,Mars,False,D,150.0,S,TRAPPIST-1e,65.0,False,Reake,1056,1,True
4819,1,1,Mars,True,F,980.0,P,TRAPPIST-1e,20.0,False,Cooki,0,0,True
4822,1,4,Mars,True,F,981.0,P,55 Cancri e,0.0,False,Hotte,0,0,True
4822,2,4,Mars,True,F,981.0,P,TRAPPIST-1e,16.0,False,Hotte,0,0,True
4822,3,4,,True,F,981.0,P,TRAPPIST-1e,22.0,False,Hotte,0,0,True
4822,4,4,Mars,False,F,981.0,P,TRAPPIST-1e,0.0,False,,0,0,True
4823,1,1,Earth,False,G,777.0,P,TRAPPIST-1e,21.0,False,Thonyderson,784,1,False
4827,1,1,Earth,True,G,789.0,S,PSO J318.5-22,30.0,,Deckerson,0,0,True
4828,1,1,Earth,False,G,778.0,P,55 Cancri e,14.0,False,,919,1,True
4829,1,1,Mars,False,F,982.0,P,TRAPPIST-1e,45.0,False,Shpie,1238,1,False
4830,1,1,Earth,False,F,983.0,P,TRAPPIST-1e,22.0,False,Kirks,804,1,False
4831,1,1,Mars,True,F,984.0,P,TRAPPIST-1e,21.0,False,Pelie,0,0,True
4832,1,1,Earth,False,E,301.0,P,,37.0,False,Estron,983,1,False
4836,1,2,Mars,True,,,,TRAPPIST-1e,29.0,False,Sidne,0,0,True
4836,2,2,Mars,False,F,911.0,S,TRAPPIST-1e,29.0,True,Sidne,1925,1,True
4837,1,1,Earth,False,F,912.0,S,TRAPPIST-1e,21.0,,Jarvey,820,1,True
4838,1,1,Earth,False,F,913.0,S,TRAPPIST-1e,52.0,False,Mcphernard,717,1,False
4840,1,1,,True,F,915.0,S,TRAPPIST-1e,36.0,False,,0,0,True
4841,1,3,Europa,True,B,192.0,S,55 Cancri e,59.0,False,Prefule,0,0,True
4841,2,3,Europa,False,B,192.0,S,TRAPPIST-1e,21.0,False,Prefule,3606,1,False
4841,3,3,Europa,False,B,192.0,S,TRAPPIST-1e,25.0,False,Prefule,16843,1,False
4842,1,1,Mars,False,D,152.0,S,TRAPPIST-1e,23.0,False,Meate,2578,1,False
4845,1,1,Europa,True,E,302.0,P,55 Cancri e,36.0,False,Whealeed,0,0,True
4846,1,2,Earth,False,E,314.0,S,TRAPPIST-1e,38.0,False,Canields,788,1,False
4846,2,2,Earth,True,G,791.0,S,TRAPPIST-1e,0.0,False,Canields,0,0,True
4847,1,1,Earth,False,F,917.0,S,TRAPPIST-1e,19.0,False,Domington,803,1,True
4848,1,1,Earth,False,F,986.0,P,TRAPPIST-1e,30.0,False,Griffince,801,1,True
4850,1,2,Earth,False,G,792.0,S,TRAPPIST-1e,23.0,False,Shieldson,887,1,True
4850,2,2,Earth,False,G,792.0,S,TRAPPIST-1e,55.0,False,Shieldson,446,1,True
4851,1,1,Earth,False,F,918.0,S,PSO J318.5-22,44.0,,Gamberson,636,1,True
4853,1,1,Europa,False,C,153.0,P,TRAPPIST-1e,30.0,False,Inkcablel,4922,1,False
4856,1,1,Earth,False,F,920.0,S,TRAPPIST-1e,39.0,False,Sullones,777,1,True
4857,1,1,Earth,False,G,782.0,P,55 Cancri e,19.0,False,Bushins,423,1,False
4862,1,1,Earth,False,G,783.0,P,TRAPPIST-1e,24.0,False,Cruzaley,888,1,False
4863,1,1,Europa,,T,2.0,S,TRAPPIST-1e,37.0,False,Unsible,3778,1,False
4864,1,1,Earth,False,G,784.0,P,55 Cancri e,24.0,False,,755,1,False
4866,1,1,Earth,False,F,922.0,S,TRAPPIST-1e,17.0,False,Hoodgers,2019,1,True
4868,1,1,Earth,False,E,304.0,P,TRAPPIST-1e,17.0,False,Rocholton,788,1,True
4870,1,1,Earth,False,G,785.0,P,55 Cancri e,14.0,False,Weaves,184,1,False
4871,1,1,Earth,False,F,990.0,P,PSO J318.5-22,13.0,False,Mccarry,611,1,False
4873,1,1,Europa,False,C,191.0,S,55 Cancri e,35.0,False,Excialing,5015,1,True
4874,1,2,Mars,False,F,925.0,S,TRAPPIST-1e,32.0,False,Cusa,1309,1,True
4874,2,2,Mars,True,F,925.0,S,TRAPPIST-1e,18.0,False,Cusa,0,0,True
4875,1,1,Earth,False,F,926.0,S,TRAPPIST-1e,21.0,False,Morrows,647,1,True
4876,1,1,Mars,False,F,927.0,S,TRAPPIST-1e,25.0,False,Ane,1227,1,False
4878,1,1,Mars,False,F,929.0,S,TRAPPIST-1e,36.0,False,Gene,1910,1,False
4879,1,1,Earth,False,G,786.0,P,TRAPPIST-1e,20.0,False,Hebernandry,888,1,False
4880,1,1,Earth,False,G,787.0,P,55 Cancri e,22.0,False,Alberts,1434,1,False
4881,1,1,Mars,True,E,315.0,S,TRAPPIST-1e,27.0,False,Snoaf,0,0,True
4882,1,1,Europa,False,B,193.0,S,TRAPPIST-1e,,False,Switmorary,3897,1,False
4883,1,1,,True,G,788.0,P,TRAPPIST-1e,38.0,False,Carrishley,0,0,True
4884,1,1,Mars,True,E,316.0,S,TRAPPIST-1e,23.0,False,Buncy,0,0,False
4885,1,1,Mars,False,F,930.0,S,TRAPPIST-1e,21.0,False,Bre,1289,1,True
4886,1,1,Earth,False,F,931.0,S,TRAPPIST-1e,18.0,False,Simonsents,3062,1,False
4887,1,1,Earth,False,F,991.0,P,TRAPPIST-1e,20.0,False,Thomason,1527,1,True
4888,1,1,Europa,True,C,192.0,S,TRAPPIST-1e,28.0,False,Tairbatic,0,0,True
4889,1,1,Earth,False,G,794.0,S,PSO J318.5-22,57.0,False,Mullericer,767,1,False
4890,1,2,Earth,False,G,795.0,S,55 Cancri e,10.0,False,Browlerson,0,0,True
4890,2,2,Earth,False,F,932.0,S,TRAPPIST-1e,23.0,False,Browlerson,874,1,True
4891,1,2,Europa,True,B,194.0,S,TRAPPIST-1e,22.0,False,Ambleetive,0,0,True
4891,2,2,Europa,True,B,194.0,S,55 Cancri e,24.0,False,Heeroling,0,0,True
4892,1,1,Earth,False,G,796.0,S,TRAPPIST-1e,52.0,False,Colomonson,1817,1,False
4893,1,1,Earth,True,G,797.0,S,55 Cancri e,31.0,False,Singlents,0,0,True
4895,1,1,Earth,True,G,789.0,P,55 Cancri e,15.0,False,Mcleaney,0,0,True
4896,1,1,Earth,False,F,992.0,P,TRAPPIST-1e,40.0,False,Jimes,1108,1,False
4897,1,1,Earth,False,F,993.0,P,TRAPPIST-1e,18.0,False,Weavesend,2152,1,False
4898,1,1,Earth,False,F,933.0,S,TRAPPIST-1e,28.0,False,Bertsontry,891,1,True
4899,1,2,Earth,True,G,799.0,S,TRAPPIST-1e,40.0,False,Leonzaley,0,0,True
4899,2,2,Earth,False,G,799.0,S,PSO J318.5-22,32.0,False,Leonzaley,706,1,True
4900,1,1,Earth,False,F,994.0,P,PSO J318.5-22,35.0,False,Gaington,684,1,False
4901,1,2,Earth,False,G,790.0,P,TRAPPIST-1e,52.0,False,Baldson,848,1,False
4901,2,2,Earth,False,E,305.0,P,TRAPPIST-1e,34.0,False,Baldson,996,1,False
4902,1,1,Earth,True,G,791.0,P,TRAPPIST-1e,46.0,False,Whiters,0,0,False
4903,1,1,Earth,False,F,995.0,P,55 Cancri e,23.0,False,Moodman,2266,1,False
4904,1,1,Earth,False,E,317.0,S,TRAPPIST-1e,44.0,False,Willynnedy,790,1,False
4909,1,1,Earth,False,F,997.0,P,55 Cancri e,59.0,False,Franey,600,1,False
4910,1,1,Europa,False,E,306.0,P,TRAPPIST-1e,42.0,False,Dratembid,4732,1,False
4911,1,1,Earth,False,F,998.0,P,TRAPPIST-1e,18.0,False,Hughriend,702,1,False
4912,1,2,Mars,False,D,160.0,P,TRAPPIST-1e,29.0,False,Bane,3370,1,False
4912,2,2,Mars,True,F,999.0,P,TRAPPIST-1e,15.0,False,Bane,0,0,True
4913,1,1,Mars,False,F,1000.0,P,TRAPPIST-1e,19.0,False,Terry,1333,1,True
4915,1,1,Earth,True,G,793.0,P,PSO J318.5-22,49.0,False,Lamberguson,0,0,False
4916,1,1,Mars,True,F,1001.0,P,TRAPPIST-1e,19.0,False,Mity,0,0,True
4917,1,1,Europa,False,B,195.0,S,55 Cancri e,36.0,True,Neceriont,11737,1,True
4918,1,1,Earth,True,G,794.0,P,55 Cancri e,59.0,False,Ryanga,0,0,True
