Group,NumInGroup,GroupSize,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,Name,TotalExpenses,HasExpenses,Transported
3938,1,3,Mars,True,F,743.0,S,,56.0,False,,0,0,True
3938,2,3,Mars,True,F,743.0,S,TRAPPIST-1e,2.0,False,Dies Flité,0,0,True
3938,3,3,Mars,True,F,743.0,S,TRAPPIST-1e,12.0,False,Gut Flité,0,0,True
3939,1,1,Earth,False,E,237.0,P,TRAPPIST-1e,37.0,False,Eriana Alberts,1618,1,False
3940,1,1,Mars,False,D,132.0,P,TRAPPIST-1e,60.0,True,Trisp Apie,2739,1,False
3941,1,1,Earth,True,G,643.0,P,TRAPPIST-1e,55.0,False,Adanne Mejiaddox,0,0,False
3942,1,1,Earth,True,G,645.0,S,PSO J318.5-22,20.0,False,Floyde Grahangory,0,0,False
3944,1,1,Mars,False,F,745.0,S,TRAPPIST-1e,28.0,False,Crin Stike,1895,1,False
3945,1,1,Earth,True,G,644.0,P,TRAPPIST-1e,28.0,False,Ivanne Lambles,0,0,False
3946,1,1,Mars,False,F,812.0,P,TRAPPIST-1e,37.0,False,Lles Parta,1308,1,False
3948,1,1,Earth,False,F,814.0,P,TRAPPIST-1e,18.0,False,Erick Castron,857,1,False
3949,1,1,Earth,False,E,238.0,P,TRAPPIST-1e,14.0,False,Denis Burraymons,787,1,False
3950,1,1,Europa,False,C,143.0,S,TRAPPIST-1e,29.0,False,Mirara Steary,14864,1,True
3952,1,1,Earth,False,F,746.0,S,TRAPPIST-1e,51.0,False,Earlie Rodricker,556,1,False
3954,1,1,Earth,True,G,647.0,S,TRAPPIST-1e,45.0,False,Arlen Blacks,0,0,False
3955,1,1,Earth,True,G,648.0,S,TRAPPIST-1e,45.0,False,Morrie Gamberson,0,0,True
3958,1,1,Mars,False,F,747.0,S,TRAPPIST-1e,41.0,False,Bun Sau,1192,1,False
3959,1,3,Earth,False,G,646.0,P,TRAPPIST-1e,21.0,False,Leahy Sullones,5525,1,False
3959,2,3,Earth,False,F,817.0,P,TRAPPIST-1e,28.0,False,Elanie Sullones,673,1,False
3959,3,3,Earth,True,G,646.0,P,55 Cancri e,0.0,False,Maya Sullones,0,0,True
3960,1,1,Earth,False,F,748.0,S,TRAPPIST-1e,46.0,False,Shanie Herreras,880,1,False
3961,1,1,Mars,True,F,749.0,S,TRAPPIST-1e,41.0,False,Wheals Peake,0,0,True
3962,1,2,Earth,,G,647.0,P,55 Cancri e,13.0,False,Hughy Guerson,0,0,True
3962,2,2,Earth,False,E,239.0,P,PSO J318.5-22,55.0,False,Brance Guerson,1649,1,False
3963,1,1,Earth,,G,648.0,P,PSO J318.5-22,20.0,False,Cassa Bradlerson,0,0,True
3964,1,1,Earth,True,G,650.0,S,TRAPPIST-1e,21.0,False,Estina Chanan,0,0,True
3966,1,3,Earth,False,F,818.0,P,TRAPPIST-1e,49.0,False,Lillia Kerristicey,599,1,False
3966,2,3,Earth,False,G,649.0,P,TRAPPIST-1e,27.0,False,Fanna Kerristicey,1020,1,True
3966,3,3,Earth,False,G,649.0,P,TRAPPIST-1e,0.0,False,Adriet Kerristicey,0,0,True
3967,1,1,Mars,False,F,819.0,P,TRAPPIST-1e,22.0,False,Ray Seen,941,1,False
3968,1,1,Earth,True,G,650.0,P,TRAPPIST-1e,17.0,False,Louisa Briggins,0,0,False
3970,1,1,Mars,False,F,751.0,S,TRAPPIST-1e,23.0,False,Cowl Blake,1119,1,True
3971,1,1,Earth,False,G,651.0,P,TRAPPIST-1e,44.0,False,Joanry Brighttt,908,1,False
3973,1,1,Europa,True,E,240.0,P,,29.0,False,Astorux Reedectied,0,0,True
3974,1,2,Earth,False,F,752.0,S,TRAPPIST-1e,19.0,False,Karia Davens,761,1,True
3974,2,2,Earth,True,G,652.0,S,TRAPPIST-1e,3.0,False,Janee Davens,0,0,True
3976,1,1,Europa,False,,,,TRAPPIST-1e,29.0,False,Thab Patoetic,7223,1,True
3977,1,1,Earth,False,E,241.0,P,TRAPPIST-1e,19.0,False,Tyrony Quinnedy,721,1,True
3980,1,1,Earth,True,G,653.0,P,TRAPPIST-1e,22.0,False,Hencey Garrincent,0,0,True
3981,1,1,Earth,False,,,,PSO J318.5-22,33.0,False,Pamont Carvis,703,1,False
3984,1,1,Earth,True,G,654.0,S,PSO J318.5-22,,False,Regory Wilsoney,0,0,True
3985,1,1,Earth,False,G,654.0,P,TRAPPIST-1e,50.0,False,Leneva Hahnstoneal,848,1,False
3986,1,2,Mars,False,F,755.0,S,TRAPPIST-1e,54.0,False,Poot Pine,1222,1,False
3986,2,2,Mars,False,F,755.0,S,TRAPPIST-1e,43.0,False,Crowls Pine,1598,1,False
3987,1,1,Earth,False,F,822.0,P,TRAPPIST-1e,17.0,False,Irmark Briggston,2302,1,True
3988,1,1,Mars,False,D,134.0,P,TRAPPIST-1e,26.0,False,Beal Soun,1719,1,False
3991,1,1,Earth,False,F,823.0,P,TRAPPIST-1e,44.0,False,Elle Joycerton,1262,1,False
3992,1,1,Earth,False,F,756.0,S,PSO J318.5-22,51.0,False,Sta Barrelliver,1108,1,False
3994,1,1,Europa,True,B,152.0,S,TRAPPIST-1e,29.0,False,Challa Unretereng,0,0,True
3995,1,6,Earth,False,G,655.0,P,TRAPPIST-1e,4.0,False,Ale Casonston,0,0,False
3995,2,6,Earth,False,F,825.0,P,PSO J318.5-22,40.0,False,Charly Casonston,732,1,False
3995,3,6,Earth,False,G,655.0,P,55 Cancri e,27.0,False,Colle Casonston,810,1,False
3995,4,6,Earth,False,G,655.0,P,TRAPPIST-1e,8.0,False,Evey Casonston,0,0,False
3995,5,6,Earth,False,G,655.0,P,TRAPPIST-1e,3.0,False,Ericky Casonston,0,0,False
3995,6,6,Earth,False,G,655.0,P,55 Cancri e,11.0,False,Karah Casonston,0,0,True
3996,1,1,Earth,False,F,826.0,P,PSO J318.5-22,24.0,False,Willy Meyersones,1192,1,True
3997,1,1,Earth,False,G,657.0,S,55 Cancri e,25.0,False,Aliedy Yanton,522,1,False
3998,1,1,Europa,False,C,129.0,P,55 Cancri e,28.0,False,Batan Iniouser,6515,1,True
3999,1,1,Earth,False,G,656.0,P,TRAPPIST-1e,25.0,False,Genee Hayerson,1017,1,False
4000,1,3,Earth,True,G,658.0,S,TRAPPIST-1e,27.0,False,Hanry Burraymons,0,0,True
4000,2,3,Earth,False,F,757.0,S,TRAPPIST-1e,25.0,False,Vivia Burraymons,803,1,False
4000,3,3,Earth,True,G,658.0,S,TRAPPIST-1e,0.0,False,Samie Burraymons,0,0,True
4001,1,7,Earth,False,F,758.0,S,TRAPPIST-1e,58.0,False,Terina Lowelliott,970,1,True
4001,2,7,Earth,True,G,659.0,S,TRAPPIST-1e,3.0,False,Loresa Lowelliott,0,0,True
4001,3,7,Earth,True,G,659.0,S,PSO J318.5-22,4.0,False,Leahy Lowelliott,0,0,True
4001,4,7,Earth,True,G,659.0,S,55 Cancri e,2.0,False,Carley Lowelliott,0,0,False
4001,5,7,Earth,False,F,758.0,S,,34.0,False,Brancy Lowelliott,861,1,True
4001,6,7,Earth,False,G,659.0,S,55 Cancri e,5.0,False,Garry Warrishales,0,0,True
4001,7,7,Earth,False,G,659.0,S,TRAPPIST-1e,3.0,,Everly Lowelliott,0,0,False
4002,1,1,Mars,True,E,242.0,P,TRAPPIST-1e,46.0,False,Trohs Must,0,0,False
4003,1,1,Earth,False,F,827.0,P,TRAPPIST-1e,22.0,False,,1417,1,True
4005,1,8,Earth,False,G,657.0,P,TRAPPIST-1e,8.0,False,Jonaye Castannison,0,0,True
4005,2,8,Earth,False,G,657.0,P,TRAPPIST-1e,17.0,False,Aarone Castannison,1014,1,True
4005,3,8,Earth,False,G,657.0,P,TRAPPIST-1e,4.0,False,Cliney Castannison,0,0,False
4005,4,8,Earth,True,,,,TRAPPIST-1e,12.0,False,Dia Spentley,0,0,False
4005,5,8,Earth,True,G,657.0,P,PSO J318.5-22,40.0,False,Lorian River,0,0,True
4005,6,8,Earth,False,F,829.0,P,PSO J318.5-22,16.0,False,Son River,2284,1,True
4005,7,8,Earth,True,G,657.0,P,TRAPPIST-1e,41.0,False,Bobina Castannison,0,0,True
4005,8,8,Earth,True,G,657.0,P,TRAPPIST-1e,8.0,False,,0,0,False
4006,1,5,Earth,True,G,660.0,S,55 Cancri e,14.0,,Hilly Wolfaddox,0,0,True
4006,2,5,Earth,True,G,660.0,S,TRAPPIST-1e,2.0,False,Becca Wolfaddox,0,0,True
4006,3,5,Earth,False,F,759.0,S,PSO J318.5-22,59.0,False,Vick Wolfaddox,684,1,True
4006,4,5,Earth,,G,660.0,S,TRAPPIST-1e,45.0,False,Kariel Wolfaddox,1805,1,False
4006,5,5,Earth,False,F,759.0,S,55 Cancri e,52.0,False,Evaned Wolfaddox,704,1,True
4008,1,1,Mars,True,F,760.0,S,TRAPPIST-1e,33.0,False,Anamse Cha,0,0,True
4009,1,1,Earth,False,,,,55 Cancri e,51.0,False,Luisy Belley,1475,1,True
4010,1,1,Earth,True,G,658.0,P,TRAPPIST-1e,38.0,False,Florey Sweeton,0,0,False
4013,1,1,Mars,False,E,243.0,P,TRAPPIST-1e,14.0,False,Coos Emead,947,1,False
4014,1,2,Europa,False,B,125.0,P,TRAPPIST-1e,42.0,False,Hekabih Metful,4689,1,False
4014,2,2,Europa,False,B,125.0,P,55 Cancri e,28.0,False,,6356,1,False
4016,1,1,Earth,False,E,268.0,S,55 Cancri e,34.0,False,Dorene Mclainez,906,1,False
4017,1,5,Mars,False,E,269.0,S,TRAPPIST-1e,21.0,,Frouse Mele,0,0,False
4017,2,5,Mars,True,F,761.0,S,TRAPPIST-1e,30.0,False,Tibers Mele,0,0,True
4017,3,5,Mars,True,F,761.0,S,TRAPPIST-1e,,False,Chrice Mele,0,0,True
4017,4,5,Mars,True,E,269.0,S,TRAPPIST-1e,26.0,False,Tights Mele,0,0,False
4017,5,5,Mars,False,F,761.0,S,TRAPPIST-1e,23.0,False,Hog Gene,1486,1,False
4018,1,1,Earth,False,F,762.0,S,TRAPPIST-1e,20.0,False,Jacky Bears,63,1,False
4019,1,1,Earth,False,E,245.0,P,55 Cancri e,59.0,False,Jimen Lerez,640,1,True
4020,1,1,Europa,False,B,126.0,P,55 Cancri e,37.0,False,,12558,1,False
4021,1,1,Mars,False,F,832.0,P,TRAPPIST-1e,32.0,False,Flys Buth,2505,1,False
4022,1,1,Earth,False,F,833.0,P,PSO J318.5-22,37.0,False,Lavey Hubbarrison,740,1,False
4023,1,1,Earth,False,E,246.0,P,TRAPPIST-1e,27.0,False,Franda Torrez,1113,1,False
4026,1,1,Europa,True,B,154.0,S,55 Cancri e,42.0,False,Azham Chsere,0,0,True
4027,1,1,Earth,True,G,659.0,P,PSO J318.5-22,29.0,False,Benry Patthews,0,0,True
4030,1,5,,False,G,661.0,S,TRAPPIST-1e,2.0,False,Evaley Flowensley,0,0,True
4030,2,5,Earth,True,,,,TRAPPIST-1e,10.0,False,Luise Carpennels,0,0,False
4030,3,5,Earth,False,G,661.0,S,TRAPPIST-1e,0.0,False,Gleney Carpennels,0,0,False
4030,4,5,Earth,True,G,661.0,S,TRAPPIST-1e,21.0,False,Beula Carpennels,0,0,False
4030,5,5,Earth,False,G,661.0,S,TRAPPIST-1e,8.0,False,Terina Carpennels,0,0,False
4031,1,2,Europa,True,C,131.0,P,55 Cancri e,,False,Algeno Listive,0,0,True
4031,2,2,Europa,True,C,131.0,P,TRAPPIST-1e,27.0,False,Krabik Listive,0,0,True
4032,1,1,Earth,,G,661.0,P,PSO J318.5-22,13.0,False,Deaney Waltonnedy,0,0,True
4033,1,1,Europa,False,C,144.0,S,55 Cancri e,49.0,False,Shaton Windend,11695,1,True
4034,1,1,Mars,True,E,247.0,P,TRAPPIST-1e,38.0,False,Froon Kité,0,0,False
4035,1,1,Earth,True,G,662.0,P,55 Cancri e,21.0,False,Pamiea Bryants,0,0,True
4036,1,1,Earth,False,G,662.0,S,TRAPPIST-1e,22.0,False,Jodia Evedorsen,886,1,False
4037,1,1,Earth,True,G,663.0,S,PSO J318.5-22,14.0,False,Luisy Gardsondez,0,0,True
4038,1,1,Earth,True,G,664.0,S,PSO J318.5-22,24.0,False,Elice Reenez,0,0,False
4039,1,1,Earth,False,F,764.0,S,TRAPPIST-1e,24.0,False,Race Tersimpson,778,1,False
4040,1,1,Earth,True,G,663.0,P,TRAPPIST-1e,34.0,False,Brance Micknightt,0,0,False
4042,1,3,Europa,False,A,46.0,S,TRAPPIST-1e,1.0,False,Mesatz Stewder,0,0,True
4042,2,3,Europa,True,A,46.0,S,55 Cancri e,,False,Etair Stewder,0,0,True
4042,3,3,Europa,True,A,46.0,S,55 Cancri e,26.0,False,Canon Stewder,0,0,True
4043,1,1,Earth,False,E,248.0,P,TRAPPIST-1e,,False,Marvey Mirandry,1609,1,False
4044,1,3,Mars,False,F,765.0,S,TRAPPIST-1e,32.0,False,Jackix Can,1390,1,False
4044,2,3,Mars,False,F,765.0,S,TRAPPIST-1e,2.0,False,,0,0,True
4044,3,3,Mars,True,F,765.0,S,TRAPPIST-1e,10.0,False,Rowls Can,0,0,True
4045,1,1,Mars,False,D,135.0,P,TRAPPIST-1e,49.0,False,Pars Wist,3488,1,False
4046,1,1,Earth,True,G,664.0,P,PSO J318.5-22,14.0,False,Elina Santantines,0,0,True
4047,1,1,Earth,True,G,666.0,S,TRAPPIST-1e,29.0,False,Ivanne Rivanseney,0,0,True
4049,1,1,Europa,True,A,47.0,S,55 Cancri e,25.0,False,Schyon Pokematic,0,0,False
4050,1,1,Europa,False,A,35.0,P,55 Cancri e,36.0,False,Decruxa Dissper,13542,1,False
4053,1,1,Earth,True,G,668.0,S,TRAPPIST-1e,22.0,False,Leondy Midtt,0,0,True
4055,1,1,Earth,False,F,836.0,P,TRAPPIST-1e,21.0,False,Milda Mirandry,645,1,False
4058,1,1,Earth,False,G,669.0,S,TRAPPIST-1e,36.0,False,Nance Hinesh,882,1,False
4060,1,1,Earth,False,F,838.0,P,TRAPPIST-1e,54.0,False,Lerome Barrelliver,1415,1,False
4061,1,3,Mars,False,D,130.0,S,TRAPPIST-1e,30.0,False,Jack Kashe,2384,1,False
4061,2,3,Mars,True,F,766.0,S,TRAPPIST-1e,0.0,False,Graw Kashe,0,0,True
4061,3,3,Mars,True,F,766.0,S,TRAPPIST-1e,1.0,False,,0,0,True
4063,1,1,Earth,True,G,670.0,S,TRAPPIST-1e,42.0,False,Anda Mcfaddennon,0,0,True
4064,1,1,Earth,False,F,767.0,S,TRAPPIST-1e,47.0,False,Jennya Dillips,2416,1,True
4065,1,1,Earth,False,G,665.0,P,TRAPPIST-1e,25.0,False,Doryn Olshaffey,1700,1,False
4066,1,2,Europa,,B,155.0,S,55 Cancri e,18.0,False,Taurius Objeciane,2887,1,False
4066,2,2,Europa,True,B,155.0,S,TRAPPIST-1e,22.0,False,Diramak Objeciane,0,0,True
4068,1,1,Europa,False,D,131.0,S,TRAPPIST-1e,27.0,False,Dnocese Pirejus,3710,1,False
4069,1,1,Earth,False,F,768.0,S,55 Cancri e,24.0,False,Hen Chenson,2486,1,True
4071,1,2,Europa,True,B,127.0,P,,,False,Alurope Watuald,0,0,True
4071,2,2,Europa,True,B,127.0,P,55 Cancri e,22.0,False,Tachir Watuald,0,0,True
4072,1,1,Earth,True,G,671.0,S,TRAPPIST-1e,60.0,False,Mael Chasey,0,0,True
4075,1,1,Europa,False,C,145.0,S,TRAPPIST-1e,38.0,False,Anchira Nateansive,10750,1,False
4076,1,1,Earth,False,E,250.0,P,TRAPPIST-1e,23.0,False,Lonnez Guezaley,1619,1,False
4078,1,1,,True,G,667.0,P,TRAPPIST-1e,21.0,False,Kris Coley,0,0,False
4079,1,1,Mars,False,F,771.0,S,55 Cancri e,55.0,False,Koops Upead,1687,1,False
4080,1,1,Earth,False,F,839.0,P,55 Cancri e,20.0,False,Carry Sancasey,729,1,False
4081,1,1,Earth,False,G,668.0,P,55 Cancri e,50.0,False,Patoya Penashley,809,1,False
4082,1,1,Mars,False,E,252.0,P,TRAPPIST-1e,22.0,False,Gray Cres,0,0,False
4083,1,1,Europa,False,C,146.0,S,TRAPPIST-1e,21.0,False,Tauvaah Clarty,8060,1,True
4084,1,1,Europa,False,D,132.0,S,TRAPPIST-1e,26.0,False,Arix Rentruing,2315,1,True
4089,1,1,Europa,False,A,48.0,S,TRAPPIST-1e,36.0,False,Mothab Tachor,3418,1,True
4090,1,1,Mars,False,D,133.0,S,TRAPPIST-1e,46.0,False,Honjay Ruica,1778,1,True
4091,1,1,Earth,False,F,772.0,S,TRAPPIST-1e,26.0,False,Ginald Pecketton,645,1,True
4093,1,1,Earth,False,F,841.0,P,TRAPPIST-1e,24.0,False,Lynnie Valexandez,693,1,False
4095,1,1,Earth,False,G,671.0,P,55 Cancri e,14.0,False,Deaney Romez,2308,1,False
4096,1,1,Mars,False,F,842.0,P,TRAPPIST-1e,46.0,False,Stote Vicke,1121,1,True
4097,1,1,Earth,False,E,253.0,P,TRAPPIST-1e,15.0,False,Belly Weavesend,983,1,False
4098,1,1,Earth,True,G,672.0,P,TRAPPIST-1e,30.0,False,Rena Vanglis,0,0,False
4099,1,1,Earth,True,G,673.0,P,TRAPPIST-1e,,False,Willey Fryersonis,0,0,True
4101,1,1,Mars,False,F,773.0,S,TRAPPIST-1e,38.0,False,Tyog Rapie,1309,1,False
4102,1,1,Europa,True,B,128.0,P,TRAPPIST-1e,48.0,False,Brark Whetedy,0,0,True
4103,1,1,Earth,True,G,674.0,P,TRAPPIST-1e,31.0,False,Ally Sterreray,0,0,False
4104,1,1,Earth,False,G,675.0,P,TRAPPIST-1e,41.0,False,Ritany Gallard,1025,1,False
4106,1,1,Earth,False,G,675.0,S,TRAPPIST-1e,43.0,False,Leneva Harmond,909,1,True
4107,1,1,Earth,False,G,676.0,S,TRAPPIST-1e,23.0,False,Bobbyn Rocholton,770,1,False
4108,1,2,Europa,True,B,158.0,S,55 Cancri e,48.0,False,Tarino Aroodint,0,0,True
4108,2,2,Europa,,B,158.0,S,TRAPPIST-1e,47.0,False,Tachium Aroodint,3234,1,True
4109,1,1,Earth,False,F,843.0,P,TRAPPIST-1e,19.0,False,Karlie Beangley,665,1,True
4110,1,1,Earth,False,E,255.0,P,TRAPPIST-1e,25.0,False,Son Rosargas,997,1,False
4112,1,1,Earth,True,G,678.0,S,TRAPPIST-1e,28.0,False,Shany Rasmussony,0,0,True
4113,1,2,Europa,True,B,129.0,P,55 Cancri e,16.0,False,Taraid Bradiary,0,0,True
4113,2,2,Europa,False,B,129.0,P,TRAPPIST-1e,45.0,False,Coxak Bradiary,2691,1,True
4114,1,1,Mars,True,E,270.0,S,TRAPPIST-1e,31.0,False,Rowls Porté,0,0,True
4115,1,1,Earth,True,G,679.0,S,PSO J318.5-22,19.0,False,Jenne Wagnerray,0,0,False
4116,1,1,Earth,False,F,774.0,S,TRAPPIST-1e,21.0,False,Ryany Torrez,776,1,True
4120,1,1,Earth,True,G,680.0,S,PSO J318.5-22,,False,Aleroy Pentss,0,0,False
4125,1,1,Earth,True,G,677.0,P,PSO J318.5-22,22.0,False,Jorgie Watkinsley,0,0,True
4127,1,1,Europa,,B,130.0,P,TRAPPIST-1e,23.0,False,Dsch Ainserfle,0,0,True
4128,1,3,Mars,False,F,846.0,P,TRAPPIST-1e,54.0,True,Ors Pare,1286,1,False
4128,2,3,Mars,False,F,846.0,P,TRAPPIST-1e,0.0,False,Aars Pare,0,0,True
4128,3,3,Mars,True,F,846.0,P,TRAPPIST-1e,4.0,False,Guanch Pare,0,0,True
4129,1,1,Earth,False,F,847.0,P,TRAPPIST-1e,23.0,False,Kyley Matts,799,1,False
4130,1,1,Mars,True,,,,TRAPPIST-1e,19.0,False,Forms Merte,0,0,True
4131,1,1,Europa,True,C,147.0,S,TRAPPIST-1e,34.0,False,Achium Pokematic,0,0,True
4132,1,1,Earth,True,G,678.0,P,55 Cancri e,18.0,False,Curtle Norry,0,0,False
4134,1,1,,True,,,,TRAPPIST-1e,40.0,False,Cird Datty,0,0,True
4135,1,1,Mars,False,F,777.0,S,TRAPPIST-1e,58.0,False,Cakers Merte,2365,1,False
4137,1,1,Earth,False,F,778.0,S,55 Cancri e,39.0,False,Lonna Rocknight,704,1,False
4140,1,1,Earth,False,F,851.0,P,PSO J318.5-22,23.0,False,Shan Fitzgerson,722,1,False
4141,1,1,Earth,False,G,679.0,P,TRAPPIST-1e,11.0,False,Rhonya Philliames,0,0,False
4142,1,1,Europa,True,C,148.0,S,TRAPPIST-1e,43.0,False,Maiah Deryplinet,0,0,True
4143,1,1,Mars,True,E,258.0,P,TRAPPIST-1e,29.0,False,Heales Buncy,0,0,False
4144,1,1,Earth,False,E,259.0,P,TRAPPIST-1e,36.0,False,Edgary Guerson,790,1,False
4145,1,1,Earth,False,F,852.0,P,PSO J318.5-22,13.0,False,Juaney Herry,647,1,False
4147,1,2,Europa,False,C,149.0,S,TRAPPIST-1e,54.0,False,Caphact Lendly,3200,1,True
4147,2,2,Europa,True,C,149.0,S,TRAPPIST-1e,45.0,False,Acrabik Lendly,0,0,True
4149,1,1,Earth,False,G,682.0,P,55 Cancri e,33.0,,Benew Saundez,846,1,True
4150,1,1,Earth,False,F,780.0,S,TRAPPIST-1e,46.0,False,Hanne Weaves,1029,1,True
4151,1,1,Earth,True,G,683.0,P,55 Cancri e,15.0,False,Juliey Loverceson,0,0,True
4152,1,1,Earth,False,F,853.0,P,TRAPPIST-1e,35.0,False,Natha Wonglasquez,634,1,False
4154,1,1,Mars,True,F,781.0,S,TRAPPIST-1e,23.0,False,Beant Gelte,0,0,True
4156,1,1,Earth,True,G,684.0,P,55 Cancri e,15.0,,Millia Watkinsley,0,0,False
4158,1,1,Earth,False,E,273.0,S,TRAPPIST-1e,27.0,False,Doryn Noeley,791,1,False
4159,1,1,Earth,False,F,782.0,S,TRAPPIST-1e,15.0,False,Hilley Harperez,864,1,False
4160,1,1,Mars,False,F,783.0,S,TRAPPIST-1e,27.0,True,,1698,1,True
4163,1,1,Earth,True,G,683.0,S,55 Cancri e,16.0,False,Lyne Woodwinton,0,0,True
4165,1,1,Earth,False,G,685.0,P,TRAPPIST-1e,37.0,False,Kendy Logannon,954,1,True
4166,1,2,Europa,True,B,132.0,P,55 Cancri e,45.0,False,Thabius Stacketent,0,0,True
4166,2,2,Europa,False,B,132.0,P,55 Cancri e,58.0,True,Ionan Stacketent,4058,1,True
4167,1,1,Earth,False,,,,PSO J318.5-22,,,Ninaha Deckerson,774,1,False
4168,1,2,Earth,False,F,855.0,P,TRAPPIST-1e,38.0,False,Eriky Deckerson,880,1,False
4168,2,2,Earth,False,E,260.0,P,TRAPPIST-1e,28.0,False,Elina Deckerson,789,1,False
4169,1,2,Europa,True,D,140.0,P,TRAPPIST-1e,47.0,False,Avijava Susent,0,0,True
4169,2,2,Europa,False,D,140.0,P,TRAPPIST-1e,41.0,False,Acruxon Susent,1580,1,True
4170,1,1,Europa,True,B,133.0,P,TRAPPIST-1e,28.0,False,Sarich Pirejus,0,0,True
4171,1,1,Earth,True,G,686.0,P,TRAPPIST-1e,23.0,False,Candyn Mclardson,0,0,False
4172,1,7,Mars,True,F,856.0,P,TRAPPIST-1e,24.0,False,Peefox Flell,0,0,True
4172,2,7,Mars,False,F,856.0,P,TRAPPIST-1e,58.0,False,Cinkes Flell,2638,1,False
4172,3,7,,True,F,856.0,P,TRAPPIST-1e,36.0,False,Chrets Flell,0,0,True
4172,4,7,Mars,False,F,856.0,P,55 Cancri e,24.0,False,Puffs Facle,1413,1,False
4172,5,7,Mars,False,F,856.0,P,TRAPPIST-1e,56.0,False,Barks Flell,1129,1,False
4172,6,7,Mars,True,F,856.0,P,TRAPPIST-1e,15.0,False,Fruik Flell,0,0,True
4172,7,7,Mars,False,D,141.0,P,TRAPPIST-1e,19.0,False,Corsh Flell,2398,1,True
4173,1,1,Earth,False,E,261.0,P,TRAPPIST-1e,27.0,False,Genee Meleon,791,1,False
4174,1,1,Earth,False,F,857.0,P,TRAPPIST-1e,47.0,False,Coren Armstromez,944,1,False
4175,1,1,Earth,False,F,858.0,P,55 Cancri e,37.0,False,Thery Burnerez,716,1,False
4176,1,7,Mars,True,F,859.0,P,TRAPPIST-1e,39.0,False,Rants Fla,0,0,True
4176,2,7,Mars,True,F,859.0,P,TRAPPIST-1e,20.0,False,Lidex Opité,0,0,True
4176,3,7,Mars,False,F,859.0,P,TRAPPIST-1e,20.0,False,Shood Opité,1854,1,True
4176,4,7,Mars,False,F,859.0,P,TRAPPIST-1e,38.0,False,Othawk Fla,2366,1,False
4176,5,7,Mars,False,D,142.0,P,TRAPPIST-1e,46.0,False,Risps Fla,1181,1,False
4176,6,7,Mars,True,F,859.0,P,TRAPPIST-1e,13.0,False,Wafros Fla,0,0,True
4176,7,7,Mars,False,F,859.0,P,55 Cancri e,24.0,False,Wille Fla,1071,1,True
4177,1,3,Europa,True,B,161.0,S,TRAPPIST-1e,32.0,False,Mesatik Witalnerod,0,0,True
4177,2,3,Europa,True,B,161.0,S,55 Cancri e,,False,Wezno Foraud,0,0,True
4177,3,3,Europa,False,B,161.0,S,55 Cancri e,44.0,False,Wasath Foraud,5896,1,False
4178,1,1,Earth,False,G,687.0,P,TRAPPIST-1e,19.0,False,Almara Sweenez,783,1,False
4179,1,2,Europa,False,A,50.0,S,TRAPPIST-1e,30.0,True,,1446,1,True
4179,2,2,Europa,True,A,50.0,S,TRAPPIST-1e,23.0,False,Alrais Pleele,0,0,True
4181,1,6,Europa,False,C,133.0,P,TRAPPIST-1e,4.0,False,Okulas Frattyring,0,0,True
4181,2,6,Europa,False,C,133.0,P,,0.0,False,Meron Frattyring,0,0,True
4181,3,6,Europa,True,,,,TRAPPIST-1e,17.0,False,Terope Frattyring,0,0,True
4181,4,6,Europa,True,C,133.0,P,TRAPPIST-1e,44.0,False,Ashir Frattyring,0,0,True
4181,5,6,Europa,False,C,133.0,P,55 Cancri e,31.0,False,Wezena Frattyring,28074,1,False
4181,6,6,Europa,False,C,133.0,P,55 Cancri e,41.0,True,Ranan Frattyring,12047,1,True
4182,1,3,Europa,False,A,51.0,S,55 Cancri e,33.0,False,Maiamak Tabloory,4019,1,False
4182,2,3,Europa,False,A,51.0,S,TRAPPIST-1e,43.0,False,,4285,1,False
4182,3,3,Europa,False,A,51.0,S,55 Cancri e,43.0,True,Alathim Tabloory,7574,1,False
4183,1,1,Earth,False,F,784.0,S,TRAPPIST-1e,36.0,False,Heald Bootez,1552,1,False
4184,1,1,Earth,False,F,860.0,P,55 Cancri e,19.0,False,Thel Wilsoney,919,1,False
4185,1,1,Earth,False,G,688.0,P,TRAPPIST-1e,24.0,False,Coreee Waderoachez,1725,1,True
4186,1,1,Earth,True,G,685.0,S,55 Cancri e,17.0,False,Clard Dickley,0,0,True
4188,1,1,Earth,False,F,861.0,P,TRAPPIST-1e,23.0,False,Lis Fowlesterez,2199,1,True
4189,1,1,Earth,False,G,686.0,S,55 Cancri e,17.0,False,Wayney Petermandez,1787,1,False
4191,1,1,Mars,False,D,135.0,S,TRAPPIST-1e,18.0,False,Oateal Dun,1941,1,False
4194,1,1,Mars,True,F,862.0,P,55 Cancri e,34.0,False,Oaters Kité,0,0,True
4196,1,1,Earth,True,G,688.0,S,TRAPPIST-1e,13.0,False,Antony Jacostaney,0,0,True
4197,1,3,Earth,False,F,786.0,S,TRAPPIST-1e,66.0,False,Stanya Cooks,3176,1,True
4197,2,3,Earth,False,F,786.0,S,TRAPPIST-1e,27.0,False,Stald Cooks,1358,1,True
4197,3,3,Earth,False,G,689.0,S,TRAPPIST-1e,19.0,False,Harrie Cooks,1706,1,False
